Year,Region,Technology,Value,Type
2020,NO,P_PV_Utility_Avg,0.0,NewCapacity
2030,NO,P_PV_Utility_Avg,0.0,NewCapacity
2040,NO,P_PV_Utility_Avg,0.0,NewCapacity
2050,NO,P_PV_Utility_Avg,16.0,NewCapacity
2020,UK,P_PV_Utility_Avg,0.0,NewCapacity
2030,UK,P_PV_Utility_Avg,0.0,NewCapacity
2040,UK,P_PV_Utility_Avg,147.46682845017764,NewCapacity
2050,UK,P_PV_Utility_Avg,51.533171549822356,NewCapacity
2020,DE,P_Wind_Offshore_Deep,0.0,NewCapacity
2030,DE,P_Wind_Offshore_Deep,0.0,NewCapacity
2040,DE,P_Wind_Offshore_Deep,0.0,NewCapacity
2050,DE,P_Wind_Offshore_Deep,37.644762502947174,NewCapacity
2020,DK,P_Wind_Offshore_Deep,0.0,NewCapacity
2030,DK,P_Wind_Offshore_Deep,0.0,NewCapacity
2040,DK,P_Wind_Offshore_Deep,0.0,NewCapacity
2050,DK,P_Wind_Offshore_Deep,0.0,NewCapacity
2020,FR,P_Wind_Offshore_Deep,0.0,NewCapacity
2030,FR,P_Wind_Offshore_Deep,0.0,NewCapacity
2040,FR,P_Wind_Offshore_Deep,0.0,NewCapacity
2050,FR,P_Wind_Offshore_Deep,0.0,NewCapacity
2020,NO,P_Wind_Offshore_Deep,0.0,NewCapacity
2030,NO,P_Wind_Offshore_Deep,0.0,NewCapacity
2040,NO,P_Wind_Offshore_Deep,0.0,NewCapacity
2050,NO,P_Wind_Offshore_Deep,8.537967059897682,NewCapacity
2020,UK,P_Wind_Offshore_Deep,0.0,NewCapacity
2030,UK,P_Wind_Offshore_Deep,0.0,NewCapacity
2040,UK,P_Wind_Offshore_Deep,0.0,NewCapacity
2050,UK,P_Wind_Offshore_Deep,52.79139759265049,NewCapacity
2020,DE,P_Wind_Onshore_Avg,0.0,NewCapacity
2030,DE,P_Wind_Onshore_Avg,0.0,NewCapacity
2040,DE,P_Wind_Onshore_Avg,0.0,NewCapacity
2050,DE,P_Wind_Onshore_Avg,12.244149851272478,NewCapacity
2020,DK,P_Wind_Onshore_Avg,0.0,NewCapacity
2030,DK,P_Wind_Onshore_Avg,0.0,NewCapacity
2040,DK,P_Wind_Onshore_Avg,0.0,NewCapacity
2050,DK,P_Wind_Onshore_Avg,0.0,NewCapacity
2020,FR,P_Wind_Onshore_Avg,0.0,NewCapacity
2030,FR,P_Wind_Onshore_Avg,0.0,NewCapacity
2040,FR,P_Wind_Onshore_Avg,0.0,NewCapacity
2050,FR,P_Wind_Onshore_Avg,0.0,NewCapacity
2020,NO,P_Wind_Onshore_Avg,0.0,NewCapacity
2030,NO,P_Wind_Onshore_Avg,0.0,NewCapacity
2040,NO,P_Wind_Onshore_Avg,0.0,NewCapacity
2050,NO,P_Wind_Onshore_Avg,0.0,NewCapacity
2020,UK,P_Wind_Onshore_Avg,0.0,NewCapacity
2030,UK,P_Wind_Onshore_Avg,0.0,NewCapacity
2040,UK,P_Wind_Onshore_Avg,0.0,NewCapacity
2050,UK,P_Wind_Onshore_Avg,0.0,NewCapacity
2020,DE,PSNG_Road_BEV,0.0,NewCapacity
2030,DE,PSNG_Road_BEV,20.158672307748105,NewCapacity
2040,DE,PSNG_Road_BEV,57.2428337321781,NewCapacity
2050,DE,PSNG_Road_BEV,39.39499356634245,NewCapacity
2020,DK,PSNG_Road_BEV,0.0,NewCapacity
2030,DK,PSNG_Road_BEV,0.48431727625753407,NewCapacity
2040,DK,PSNG_Road_BEV,4.343876298573973,NewCapacity
2050,DK,PSNG_Road_BEV,2.2008199872849303,NewCapacity
2020,FR,PSNG_Road_BEV,0.0,NewCapacity
2030,FR,PSNG_Road_BEV,17.202685617835613,NewCapacity
2040,FR,PSNG_Road_BEV,49.25151449893151,NewCapacity
2050,FR,PSNG_Road_BEV,31.91435301719177,NewCapacity
2020,NO,PSNG_Road_BEV,0.0,NewCapacity
2030,NO,PSNG_Road_BEV,1.6975700927958894,NewCapacity
2040,NO,PSNG_Road_BEV,4.051020224141098,NewCapacity
2050,NO,PSNG_Road_BEV,2.323169688063012,NewCapacity
2020,UK,PSNG_Road_BEV,0.0,NewCapacity
2030,UK,PSNG_Road_BEV,2.4163266675986317,NewCapacity
2040,UK,PSNG_Road_BEV,18.69358393389589,NewCapacity
2050,UK,PSNG_Road_BEV,6.164593010204108,NewCapacity
2020,DE,PSNG_Road_H2,0.0,NewCapacity
2030,DE,PSNG_Road_H2,0.0,NewCapacity
2040,DE,PSNG_Road_H2,0.0,NewCapacity
2050,DE,PSNG_Road_H2,0.0,NewCapacity
2020,DK,PSNG_Road_H2,0.0,NewCapacity
2030,DK,PSNG_Road_H2,0.0,NewCapacity
2040,DK,PSNG_Road_H2,0.0,NewCapacity
2050,DK,PSNG_Road_H2,0.0,NewCapacity
2020,FR,PSNG_Road_H2,0.0,NewCapacity
2030,FR,PSNG_Road_H2,0.0,NewCapacity
2040,FR,PSNG_Road_H2,0.0,NewCapacity
2050,FR,PSNG_Road_H2,0.0,NewCapacity
2020,NO,PSNG_Road_H2,0.0,NewCapacity
2030,NO,PSNG_Road_H2,0.0,NewCapacity
2040,NO,PSNG_Road_H2,0.0,NewCapacity
2050,NO,PSNG_Road_H2,0.0,NewCapacity
2020,UK,PSNG_Road_H2,0.0,NewCapacity
2030,UK,PSNG_Road_H2,0.0,NewCapacity
2040,UK,PSNG_Road_H2,0.0,NewCapacity
2050,UK,PSNG_Road_H2,0.0,NewCapacity
2020,DE,PSNG_Road_ICE,0.0,NewCapacity
2030,DE,PSNG_Road_ICE,0.0,NewCapacity
2040,DE,PSNG_Road_ICE,0.0,NewCapacity
2050,DE,PSNG_Road_ICE,0.0,NewCapacity
2020,DK,PSNG_Road_ICE,0.0,NewCapacity
2030,DK,PSNG_Road_ICE,0.0,NewCapacity
2040,DK,PSNG_Road_ICE,0.0,NewCapacity
2050,DK,PSNG_Road_ICE,0.0,NewCapacity
2020,FR,PSNG_Road_ICE,0.0,NewCapacity
2030,FR,PSNG_Road_ICE,0.0,NewCapacity
2040,FR,PSNG_Road_ICE,0.0,NewCapacity
2050,FR,PSNG_Road_ICE,0.0,NewCapacity
2020,NO,PSNG_Road_ICE,0.0,NewCapacity
2030,NO,PSNG_Road_ICE,0.0,NewCapacity
2040,NO,PSNG_Road_ICE,0.0,NewCapacity
2050,NO,PSNG_Road_ICE,0.0,NewCapacity
2020,UK,PSNG_Road_ICE,0.0,NewCapacity
2030,UK,PSNG_Road_ICE,0.0,NewCapacity
2040,UK,PSNG_Road_ICE,0.0,NewCapacity
2050,UK,PSNG_Road_ICE,0.0,NewCapacity
2020,DE,PSNG_Road_LNG,32.30572298015069,NewCapacity
2030,DE,PSNG_Road_LNG,0.5906604615258573,NewCapacity
2040,DE,PSNG_Road_LNG,0.0,NewCapacity
2050,DE,PSNG_Road_LNG,0.0,NewCapacity
2020,DK,PSNG_Road_LNG,2.377241551579453,NewCapacity
2030,DK,PSNG_Road_LNG,0.3875480037356156,NewCapacity
2040,DK,PSNG_Road_LNG,0.0,NewCapacity
2050,DK,PSNG_Road_LNG,0.0,NewCapacity
2020,FR,PSNG_Road_LNG,34.648062394465754,NewCapacity
2030,FR,PSNG_Road_LNG,0.0,NewCapacity
2040,FR,PSNG_Road_LNG,0.0,NewCapacity
2050,FR,PSNG_Road_LNG,0.0,NewCapacity
2020,NO,PSNG_Road_LNG,2.8989404487000003,NewCapacity
2030,NO,PSNG_Road_LNG,0.0,NewCapacity
2040,NO,PSNG_Road_LNG,0.0,NewCapacity
2050,NO,PSNG_Road_LNG,0.0,NewCapacity
2020,UK,PSNG_Road_LNG,12.94960045568904,NewCapacity
2030,UK,PSNG_Road_LNG,0.0,NewCapacity
2040,UK,PSNG_Road_LNG,0.0,NewCapacity
2050,UK,PSNG_Road_LNG,0.0,NewCapacity
2020,DE,PSNG_Road_PHEV,0.0,NewCapacity
2030,DE,PSNG_Road_PHEV,6.398205280767122,NewCapacity
2040,DE,PSNG_Road_PHEV,0.0,NewCapacity
2050,DE,PSNG_Road_PHEV,0.39228704120549107,NewCapacity
2020,DK,PSNG_Road_PHEV,0.0,NewCapacity
2030,DK,PSNG_Road_PHEV,0.4508177092438362,NewCapacity
2040,DK,PSNG_Road_PHEV,0.0,NewCapacity
2050,DK,PSNG_Road_PHEV,0.00906131661095988,NewCapacity
2020,FR,PSNG_Road_PHEV,0.0,NewCapacity
2030,FR,PSNG_Road_PHEV,0.0,NewCapacity
2040,FR,PSNG_Road_PHEV,5.7033173818356175,NewCapacity
2050,FR,PSNG_Road_PHEV,0.0,NewCapacity
2020,NO,PSNG_Road_PHEV,0.0,NewCapacity
2030,NO,PSNG_Road_PHEV,0.4424396500054805,NewCapacity
2040,NO,PSNG_Road_PHEV,0.3201700533260266,NewCapacity
2050,NO,PSNG_Road_PHEV,0.01532881261643848,NewCapacity
2020,UK,PSNG_Road_PHEV,0.0,NewCapacity
2030,UK,PSNG_Road_PHEV,2.851696438356164,NewCapacity
2040,UK,PSNG_Road_PHEV,0.11520853884657534,NewCapacity
2050,UK,PSNG_Road_PHEV,0.0,NewCapacity
2020,DE,R_Gas,255.8618666182743,NewCapacity
2030,DE,R_Gas,17.949666073995047,NewCapacity
2040,DE,R_Gas,0.0,NewCapacity
2050,DE,R_Gas,0.0,NewCapacity
2020,DK,R_Gas,10.056772245841636,NewCapacity
2030,DK,R_Gas,2.786398171741105,NewCapacity
2040,DK,R_Gas,0.0,NewCapacity
2050,DK,R_Gas,0.0,NewCapacity
2020,FR,R_Gas,139.10442336376235,NewCapacity
2030,FR,R_Gas,0.0,NewCapacity
2040,FR,R_Gas,0.0,NewCapacity
2050,FR,R_Gas,0.0,NewCapacity
2020,NO,R_Gas,57.89062163910174,NewCapacity
2030,NO,R_Gas,0.0,NewCapacity
2040,NO,R_Gas,0.0,NewCapacity
2050,NO,R_Gas,0.0,NewCapacity
2020,UK,R_Gas,162.73362979351108,NewCapacity
2030,UK,R_Gas,0.0,NewCapacity
2040,UK,R_Gas,0.0,NewCapacity
2050,UK,R_Gas,0.0,NewCapacity
2020,DE,R_Coal_Hardcoal,12.608145255,NewCapacity
2030,DE,R_Coal_Hardcoal,0.0,NewCapacity
2040,DE,R_Coal_Hardcoal,0.0,NewCapacity
2050,DE,R_Coal_Hardcoal,0.0,NewCapacity
2020,DK,R_Coal_Hardcoal,0.0,NewCapacity
2030,DK,R_Coal_Hardcoal,0.0,NewCapacity
2040,DK,R_Coal_Hardcoal,0.0,NewCapacity
2050,DK,R_Coal_Hardcoal,0.0,NewCapacity
2020,FR,R_Coal_Hardcoal,0.0,NewCapacity
2030,FR,R_Coal_Hardcoal,0.0,NewCapacity
2040,FR,R_Coal_Hardcoal,0.0,NewCapacity
2050,FR,R_Coal_Hardcoal,0.0,NewCapacity
2020,NO,R_Coal_Hardcoal,0.0,NewCapacity
2030,NO,R_Coal_Hardcoal,0.0,NewCapacity
2040,NO,R_Coal_Hardcoal,0.0,NewCapacity
2050,NO,R_Coal_Hardcoal,0.0,NewCapacity
2020,UK,R_Coal_Hardcoal,0.0,NewCapacity
2030,UK,R_Coal_Hardcoal,0.0,NewCapacity
2040,UK,R_Coal_Hardcoal,0.0,NewCapacity
2050,UK,R_Coal_Hardcoal,0.0,NewCapacity
2020,DE,R_Nuclear,28.836334799999996,NewCapacity
2030,DE,R_Nuclear,0.0,NewCapacity
2040,DE,R_Nuclear,0.0,NewCapacity
2050,DE,R_Nuclear,0.0,NewCapacity
2020,DK,R_Nuclear,0.0,NewCapacity
2030,DK,R_Nuclear,0.0,NewCapacity
2040,DK,R_Nuclear,0.0,NewCapacity
2050,DK,R_Nuclear,0.0,NewCapacity
2020,FR,R_Nuclear,185.96951099999995,NewCapacity
2030,FR,R_Nuclear,2.0909070000000156,NewCapacity
2040,FR,R_Nuclear,0.0,NewCapacity
2050,FR,R_Nuclear,0.0,NewCapacity
2020,NO,R_Nuclear,0.0,NewCapacity
2030,NO,R_Nuclear,0.0,NewCapacity
2040,NO,R_Nuclear,0.0,NewCapacity
2050,NO,R_Nuclear,0.0,NewCapacity
2020,UK,R_Nuclear,27.193912199999996,NewCapacity
2030,UK,R_Nuclear,0.0,NewCapacity
2040,UK,R_Nuclear,0.0,NewCapacity
2050,UK,R_Nuclear,0.0,NewCapacity
2020,DE,R_Oil,136.90690803676705,NewCapacity
2030,DE,R_Oil,0.0,NewCapacity
2040,DE,R_Oil,0.0,NewCapacity
2050,DE,R_Oil,0.0,NewCapacity
2020,DK,R_Oil,5.166313585823883,NewCapacity
2030,DK,R_Oil,0.0,NewCapacity
2040,DK,R_Oil,0.0,NewCapacity
2050,DK,R_Oil,0.0,NewCapacity
2020,FR,R_Oil,54.99199999999999,NewCapacity
2030,FR,R_Oil,0.0,NewCapacity
2040,FR,R_Oil,0.0,NewCapacity
2050,FR,R_Oil,0.0,NewCapacity
2020,NO,R_Oil,4.969563399999999,NewCapacity
2030,NO,R_Oil,0.0,NewCapacity
2040,NO,R_Oil,0.0,NewCapacity
2050,NO,R_Oil,0.0,NewCapacity
2020,UK,R_Oil,22.0158806,NewCapacity
2030,UK,R_Oil,1.0569630296712305,NewCapacity
2040,UK,R_Oil,0.0,NewCapacity
2050,UK,R_Oil,0.0,NewCapacity
2020,DE,R_Biomass,25.0,NewCapacity
2030,DE,R_Biomass,0.0,NewCapacity
2040,DE,R_Biomass,0.0,NewCapacity
2050,DE,R_Biomass,0.0,NewCapacity
2020,DK,R_Biomass,2.5,NewCapacity
2030,DK,R_Biomass,0.0,NewCapacity
2040,DK,R_Biomass,0.0,NewCapacity
2050,DK,R_Biomass,0.0,NewCapacity
2020,FR,R_Biomass,4.961,NewCapacity
2030,FR,R_Biomass,1.4953895,NewCapacity
2040,FR,R_Biomass,14.822434896311695,NewCapacity
2050,FR,R_Biomass,0.721175603688307,NewCapacity
2020,NO,R_Biomass,0.15,NewCapacity
2030,NO,R_Biomass,0.6233255999999999,NewCapacity
2040,NO,R_Biomass,2.342584588822416,NewCapacity
2050,NO,R_Biomass,8.884089811177585,NewCapacity
2020,UK,R_Biomass,14.0,NewCapacity
2030,UK,R_Biomass,0.0,NewCapacity
2040,UK,R_Biomass,0.0,NewCapacity
2050,UK,R_Biomass,0.0,NewCapacity
2020,DE,X_Alkaline_Electrolysis,6.658390410958902,NewCapacity
2030,DE,X_Alkaline_Electrolysis,0.0,NewCapacity
2040,DE,X_Alkaline_Electrolysis,0.0,NewCapacity
2050,DE,X_Alkaline_Electrolysis,20.324070552138473,NewCapacity
2020,DK,X_Alkaline_Electrolysis,0.11414256722602739,NewCapacity
2030,DK,X_Alkaline_Electrolysis,0.0,NewCapacity
2040,DK,X_Alkaline_Electrolysis,0.0,NewCapacity
2050,DK,X_Alkaline_Electrolysis,0.0,NewCapacity
2020,FR,X_Alkaline_Electrolysis,2.1877568493150683,NewCapacity
2030,FR,X_Alkaline_Electrolysis,7.961543878693304,NewCapacity
2040,FR,X_Alkaline_Electrolysis,9.593334330230432,NewCapacity
2050,FR,X_Alkaline_Electrolysis,0.0,NewCapacity
2020,NO,X_Alkaline_Electrolysis,0.6468163368721456,NewCapacity
2030,NO,X_Alkaline_Electrolysis,4.762777992744493,NewCapacity
2040,NO,X_Alkaline_Electrolysis,1.1993785435691233,NewCapacity
2050,NO,X_Alkaline_Electrolysis,5.20270085977096,NewCapacity
2020,UK,X_Alkaline_Electrolysis,2.24482813242009,NewCapacity
2030,UK,X_Alkaline_Electrolysis,0.0,NewCapacity
2040,UK,X_Alkaline_Electrolysis,0.0,NewCapacity
2050,UK,X_Alkaline_Electrolysis,11.47292831400558,NewCapacity
2020,DE,CHP_Biomass_Solid,7.7174,AccumulatedCapacity
2030,DE,CHP_Biomass_Solid,7.7174,AccumulatedCapacity
2040,DE,CHP_Biomass_Solid,6.9456,AccumulatedCapacity
2050,DE,CHP_Biomass_Solid,5.788,AccumulatedCapacity
2020,DK,CHP_Biomass_Solid,1.0,AccumulatedCapacity
2030,DK,CHP_Biomass_Solid,0.0,AccumulatedCapacity
2040,DK,CHP_Biomass_Solid,0.0,AccumulatedCapacity
2050,DK,CHP_Biomass_Solid,0.0,AccumulatedCapacity
2020,FR,CHP_Biomass_Solid,1.9844,AccumulatedCapacity
2030,FR,CHP_Biomass_Solid,1.4959,AccumulatedCapacity
2040,FR,CHP_Biomass_Solid,0.0,AccumulatedCapacity
2050,FR,CHP_Biomass_Solid,0.0,AccumulatedCapacity
2020,NO,CHP_Biomass_Solid,0.12,AccumulatedCapacity
2030,NO,CHP_Biomass_Solid,0.0,AccumulatedCapacity
2040,NO,CHP_Biomass_Solid,0.0,AccumulatedCapacity
2050,NO,CHP_Biomass_Solid,0.0,AccumulatedCapacity
2020,UK,CHP_Biomass_Solid,0.4597,AccumulatedCapacity
2030,UK,CHP_Biomass_Solid,0.5195,AccumulatedCapacity
2040,UK,CHP_Biomass_Solid,0.463,AccumulatedCapacity
2050,UK,CHP_Biomass_Solid,0.463,AccumulatedCapacity
2020,DE,CHP_Biomass_Solid_CCS,0.0,AccumulatedCapacity
2030,DE,CHP_Biomass_Solid_CCS,0.0,AccumulatedCapacity
2040,DE,CHP_Biomass_Solid_CCS,4.8995443392786795,AccumulatedCapacity
2050,DE,CHP_Biomass_Solid_CCS,5.999952000383996,AccumulatedCapacity
2020,DK,CHP_Biomass_Solid_CCS,0.0,AccumulatedCapacity
2030,DK,CHP_Biomass_Solid_CCS,0.0,AccumulatedCapacity
2040,DK,CHP_Biomass_Solid_CCS,0.3367742758099203,AccumulatedCapacity
2050,DK,CHP_Biomass_Solid_CCS,0.5999952000383997,AccumulatedCapacity
2020,FR,CHP_Biomass_Solid_CCS,0.0,AccumulatedCapacity
2030,FR,CHP_Biomass_Solid_CCS,0.0,AccumulatedCapacity
2040,FR,CHP_Biomass_Solid_CCS,4.578886504022774,AccumulatedCapacity
2050,FR,CHP_Biomass_Solid_CCS,5.2799577603379175,AccumulatedCapacity
2020,NO,CHP_Biomass_Solid_CCS,0.0,AccumulatedCapacity
2030,NO,CHP_Biomass_Solid_CCS,0.0,AccumulatedCapacity
2040,NO,CHP_Biomass_Solid_CCS,0.7478124628176772,AccumulatedCapacity
2050,NO,CHP_Biomass_Solid_CCS,0.7478124628176772,AccumulatedCapacity
2020,UK,CHP_Biomass_Solid_CCS,0.0,AccumulatedCapacity
2030,UK,CHP_Biomass_Solid_CCS,0.0,AccumulatedCapacity
2040,UK,CHP_Biomass_Solid_CCS,0.8558118192705267,AccumulatedCapacity
2050,UK,CHP_Biomass_Solid_CCS,3.359973120215038,AccumulatedCapacity
2020,DE,CHP_Coal_Hardcoal,12.0531,AccumulatedCapacity
2030,DE,CHP_Coal_Hardcoal,3.3927,AccumulatedCapacity
2040,DE,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2050,DE,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2020,DK,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2030,DK,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2040,DK,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2050,DK,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2020,FR,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2030,FR,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2040,FR,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2050,FR,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2020,NO,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2030,NO,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2040,NO,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2050,NO,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2020,UK,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2030,UK,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2040,UK,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2050,UK,CHP_Coal_Hardcoal,0.0,AccumulatedCapacity
2020,DE,CHP_Gas_CCGT_Natural,25.8627,AccumulatedCapacity
2030,DE,CHP_Gas_CCGT_Natural,21.6718,AccumulatedCapacity
2040,DE,CHP_Gas_CCGT_Natural,13.6099,AccumulatedCapacity
2050,DE,CHP_Gas_CCGT_Natural,1.482,AccumulatedCapacity
2020,DK,CHP_Gas_CCGT_Natural,0.8218,AccumulatedCapacity
2030,DK,CHP_Gas_CCGT_Natural,0.0,AccumulatedCapacity
2040,DK,CHP_Gas_CCGT_Natural,0.0,AccumulatedCapacity
2050,DK,CHP_Gas_CCGT_Natural,0.0,AccumulatedCapacity
2020,FR,CHP_Gas_CCGT_Natural,8.038754873042945,AccumulatedCapacity
2030,FR,CHP_Gas_CCGT_Natural,7.3108,AccumulatedCapacity
2040,FR,CHP_Gas_CCGT_Natural,5.1827,AccumulatedCapacity
2050,FR,CHP_Gas_CCGT_Natural,0.0,AccumulatedCapacity
2020,NO,CHP_Gas_CCGT_Natural,0.0,AccumulatedCapacity
2030,NO,CHP_Gas_CCGT_Natural,0.0,AccumulatedCapacity
2040,NO,CHP_Gas_CCGT_Natural,0.0,AccumulatedCapacity
2050,NO,CHP_Gas_CCGT_Natural,0.0,AccumulatedCapacity
2020,UK,CHP_Gas_CCGT_Natural,5.6512,AccumulatedCapacity
2030,UK,CHP_Gas_CCGT_Natural,5.5944,AccumulatedCapacity
2040,UK,CHP_Gas_CCGT_Natural,3.9508,AccumulatedCapacity
2050,UK,CHP_Gas_CCGT_Natural,0.0,AccumulatedCapacity
2020,DE,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2030,DE,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2040,DE,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2050,DE,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2020,DK,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2030,DK,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2040,DK,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2050,DK,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2020,FR,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2030,FR,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2040,FR,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2050,FR,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2020,NO,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2030,NO,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2040,NO,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2050,NO,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2020,UK,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2030,UK,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2040,UK,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2050,UK,CHP_Gas_CCGT_Natural_CCS,0.0,AccumulatedCapacity
2020,DE,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2030,DE,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2040,DE,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2050,DE,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2020,DK,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2030,DK,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2040,DK,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2050,DK,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2020,FR,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2030,FR,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2040,FR,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2050,FR,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2020,NO,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2030,NO,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2040,NO,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2050,NO,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2020,UK,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2030,UK,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2040,UK,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2050,UK,CHP_Hydrogen_FuelCell,0.0,AccumulatedCapacity
2020,DE,CHP_Oil,1.1023,AccumulatedCapacity
2030,DE,CHP_Oil,0.0,AccumulatedCapacity
2040,DE,CHP_Oil,0.0,AccumulatedCapacity
2050,DE,CHP_Oil,0.0,AccumulatedCapacity
2020,DK,CHP_Oil,0.0,AccumulatedCapacity
2030,DK,CHP_Oil,0.0,AccumulatedCapacity
2040,DK,CHP_Oil,0.0,AccumulatedCapacity
2050,DK,CHP_Oil,0.0,AccumulatedCapacity
2020,FR,CHP_Oil,0.0,AccumulatedCapacity
2030,FR,CHP_Oil,0.0,AccumulatedCapacity
2040,FR,CHP_Oil,0.0,AccumulatedCapacity
2050,FR,CHP_Oil,0.0,AccumulatedCapacity
2020,NO,CHP_Oil,0.0,AccumulatedCapacity
2030,NO,CHP_Oil,0.0,AccumulatedCapacity
2040,NO,CHP_Oil,0.0,AccumulatedCapacity
2050,NO,CHP_Oil,0.0,AccumulatedCapacity
2020,UK,CHP_Oil,0.0,AccumulatedCapacity
2030,UK,CHP_Oil,0.0,AccumulatedCapacity
2040,UK,CHP_Oil,0.0,AccumulatedCapacity
2050,UK,CHP_Oil,0.0,AccumulatedCapacity
2020,DE,HB_Biomass,0.0,AccumulatedCapacity
2030,DE,HB_Biomass,0.0,AccumulatedCapacity
2040,DE,HB_Biomass,0.0,AccumulatedCapacity
2050,DE,HB_Biomass,0.0,AccumulatedCapacity
2020,DK,HB_Biomass,0.0,AccumulatedCapacity
2030,DK,HB_Biomass,0.0,AccumulatedCapacity
2040,DK,HB_Biomass,0.0,AccumulatedCapacity
2050,DK,HB_Biomass,0.0,AccumulatedCapacity
2020,FR,HB_Biomass,0.0,AccumulatedCapacity
2030,FR,HB_Biomass,0.0,AccumulatedCapacity
2040,FR,HB_Biomass,0.0,AccumulatedCapacity
2050,FR,HB_Biomass,0.0,AccumulatedCapacity
2020,NO,HB_Biomass,0.0,AccumulatedCapacity
2030,NO,HB_Biomass,0.0,AccumulatedCapacity
2040,NO,HB_Biomass,0.0,AccumulatedCapacity
2050,NO,HB_Biomass,0.0,AccumulatedCapacity
2020,UK,HB_Biomass,0.0,AccumulatedCapacity
2030,UK,HB_Biomass,0.0,AccumulatedCapacity
2040,UK,HB_Biomass,0.0,AccumulatedCapacity
2050,UK,HB_Biomass,0.0,AccumulatedCapacity
2020,DE,HB_Direct_Electric,1.9919,AccumulatedCapacity
2030,DE,HB_Direct_Electric,1.4228,AccumulatedCapacity
2040,DE,HB_Direct_Electric,0.2846,AccumulatedCapacity
2050,DE,HB_Direct_Electric,0.0,AccumulatedCapacity
2020,DK,HB_Direct_Electric,0.356,AccumulatedCapacity
2030,DK,HB_Direct_Electric,0.2003,AccumulatedCapacity
2040,DK,HB_Direct_Electric,0.0,AccumulatedCapacity
2050,DK,HB_Direct_Electric,0.0,AccumulatedCapacity
2020,FR,HB_Direct_Electric,8.262,AccumulatedCapacity
2030,FR,HB_Direct_Electric,0.0,AccumulatedCapacity
2040,FR,HB_Direct_Electric,1.1803,AccumulatedCapacity
