Year,From,To,Hour,Fuel,Value,Technology
2030,NO,DE,71,Power,131.4,Export
2030,NO,DE,71,Gas,0.0,Export
2030,NO,DE,72,Power,131.4,Export
2030,NO,DE,72,Gas,0.0,Export
2030,NO,DE,73,Power,131.4,Export
2030,NO,DE,73,Gas,0.0,Export
2030,NO,DE,74,Power,131.4,Export
2030,NO,DE,74,Gas,2116.8875674767937,Export
2030,NO,DE,75,Power,131.4,Export
2030,NO,DE,75,Gas,0.0,Export
2030,NO,DE,76,Power,131.4,Export
2030,NO,DE,76,Gas,2205.008961668172,Export
2030,NO,DE,77,Power,131.4,Export
2030,NO,DE,77,Gas,2172.706734653759,Export
2030,NO,DE,78,Power,131.4,Export
2030,NO,DE,78,Gas,0.0,Export
2030,NO,DE,79,Power,131.4,Export
2030,NO,DE,79,Gas,5475.0,Export
2030,NO,DE,80,Power,131.4,Export
2030,NO,DE,80,Gas,1971.3056312491497,Export
2030,NO,DE,81,Power,131.4,Export
2030,NO,DE,81,Gas,1971.8161884832168,Export
2030,NO,DE,82,Power,131.4,Export
2030,NO,DE,82,Gas,0.0,Export
2030,NO,DE,83,Power,131.4,Export
2030,NO,DE,83,Gas,5475.0,Export
2030,NO,DE,84,Power,131.4,Export
2030,NO,DE,84,Gas,5475.0,Export
2030,NO,DE,85,Power,131.4,Export
2030,NO,DE,85,Gas,5475.0,Export
2030,NO,DE,86,Power,131.4,Export
2030,NO,DE,86,Gas,5475.0,Export
2030,NO,DE,87,Power,131.4,Export
2030,NO,DE,87,Gas,3629.122677232745,Export
2030,NO,DE,88,Power,131.4,Export
2030,NO,DE,88,Gas,3621.4643187217407,Export
2030,NO,DE,89,Power,131.4,Export
2030,NO,DE,89,Gas,3591.2560533251763,Export
2030,NO,DE,90,Power,131.4,Export
2030,NO,DE,90,Gas,5475.0,Export
2030,NO,DE,91,Power,131.4,Export
2030,NO,DE,91,Gas,5475.0,Export
2030,NO,DE,92,Power,131.4,Export
2030,NO,DE,92,Gas,5475.0,Export
2030,NO,DE,93,Power,131.4,Export
2030,NO,DE,93,Gas,5475.0,Export
2030,NO,DE,94,Power,131.4,Export
2030,NO,DE,94,Gas,0.0,Export
2030,NO,DE,95,Power,131.4,Export
2030,NO,DE,95,Gas,0.0,Export
2030,NO,DE,96,Power,131.4,Export
2030,NO,DE,96,Gas,5475.0,Export
2030,NO,DE,97,Power,131.4,Export
2030,NO,DE,97,Gas,4512.556203158911,Export
2030,NO,DE,98,Power,131.4,Export
2030,NO,DE,98,Gas,5475.0,Export
2030,NO,DE,99,Power,131.4,Export
2030,NO,DE,99,Gas,0.0,Export
2030,NO,DE,100,Power,131.4,Export
2030,NO,DE,100,Gas,5475.0,Export
2030,NO,DE,101,Power,131.4,Export
2030,NO,DE,101,Gas,5475.0,Export
2030,NO,DE,102,Power,131.4,Export
2030,NO,DE,102,Gas,5242.6648410235775,Export
2030,NO,DE,103,Power,131.4,Export
2030,NO,DE,103,Gas,1566.3568607115378,Export
2030,NO,DE,104,Power,131.4,Export
2030,NO,DE,104,Gas,5475.0,Export
2030,NO,DE,105,Power,131.4,Export
2030,NO,DE,105,Gas,1490.0622059192738,Export
2030,NO,DE,106,Power,131.4,Export
2030,NO,DE,106,Gas,0.0,Export
2030,NO,DE,107,Power,131.4,Export
2030,NO,DE,107,Gas,5328.438456346836,Export
2030,NO,DE,108,Power,131.4,Export
2030,NO,DE,108,Gas,0.0,Export
2030,NO,DE,109,Power,131.4,Export
2030,NO,DE,109,Gas,5407.873552627751,Export
2030,NO,DE,110,Power,131.4,Export
2030,NO,DE,110,Gas,5475.0,Export
2030,NO,DE,111,Power,131.4,Export
2030,NO,DE,111,Gas,1717.7570924330767,Export
2030,NO,DE,112,Power,131.4,Export
2030,NO,DE,112,Gas,0.0,Export
2030,NO,DE,113,Power,131.4,Export
2030,NO,DE,113,Gas,5475.0,Export
2030,NO,DE,114,Power,131.4,Export
2030,NO,DE,114,Gas,1854.006220044927,Export
2030,NO,DE,115,Power,131.4,Export
2030,NO,DE,115,Gas,5475.0,Export
2030,NO,DE,116,Power,131.4,Export
2030,NO,DE,116,Gas,5475.0,Export
2030,NO,DE,117,Power,131.4,Export
2030,NO,DE,117,Gas,5475.0,Export
2030,NO,DE,118,Power,131.4,Export
2030,NO,DE,118,Gas,5475.0,Export
2030,NO,DE,119,Power,131.4,Export
2030,NO,DE,119,Gas,5475.0,Export
2030,NO,DE,120,Power,131.4,Export
2030,NO,DE,120,Gas,5475.0,Export
2030,NO,DK,1,Power,157.08681326394733,Export
2030,NO,DK,1,H2,347.6827934703479,Export
2030,NO,DK,2,Power,157.08681326394733,Export
2030,NO,DK,2,H2,347.6827934703479,Export
2030,NO,DK,3,Power,157.08681326394733,Export
2030,NO,DK,3,H2,413.1718801803886,Export
2030,NO,DK,4,Power,157.08681326394733,Export
2030,NO,DK,4,H2,347.6827934703479,Export
2030,NO,DK,5,Power,157.08681326394733,Export
2030,NO,DK,5,H2,347.6827934703479,Export
2030,NO,DK,6,Power,157.08681326394733,Export
2030,NO,DK,6,H2,347.6827934703479,Export
2030,NO,DK,7,Power,157.08681326394733,Export
2030,NO,DK,7,H2,360.3538501503314,Export
2030,NO,DK,8,Power,157.08681326394733,Export
2030,NO,DK,8,H2,123.21723684638125,Export
2030,NO,DK,9,Power,157.08681326394733,Export
2030,NO,DK,9,H2,547.5,Export
2030,NO,DK,10,Power,157.08681326394733,Export
2030,NO,DK,10,H2,547.5,Export
2030,NO,DK,11,Power,157.08681326394733,Export
2030,NO,DK,11,H2,488.4964108660517,Export
2030,NO,DK,12,Power,157.08681326394733,Export
2030,NO,DK,12,H2,284.80654748733633,Export
2030,NO,DK,13,Power,157.08681326394733,Export
2030,NO,DK,13,H2,282.57895219066654,Export
2030,NO,DK,14,Power,157.08681326394733,Export
2030,NO,DK,14,H2,270.3612376885815,Export
2030,NO,DK,15,Power,157.08681326394733,Export
2030,NO,DK,15,H2,296.60402438470317,Export
2030,NO,DK,16,Power,157.08681326394733,Export
2030,NO,DK,16,H2,330.75204327417595,Export
2030,NO,DK,17,Power,157.08681326394733,Export
2030,NO,DK,17,H2,347.6827934703479,Export
2030,NO,DK,18,Power,157.08681326394733,Export
2030,NO,DK,18,H2,347.6827934703479,Export
2030,NO,DK,19,Power,157.08681326394733,Export
2030,NO,DK,19,H2,347.6827934703479,Export
2030,NO,DK,20,Power,157.08681326394733,Export
2030,NO,DK,20,H2,347.6827934703479,Export
2030,NO,DK,21,Power,157.08681326394733,Export
2030,NO,DK,21,H2,347.6827934703479,Export
2030,NO,DK,22,Power,157.08681326394733,Export
2030,NO,DK,22,H2,347.6827934703479,Export
2030,NO,DK,23,Power,157.08681326394733,Export
2030,NO,DK,23,H2,347.6827934703479,Export
2030,NO,DK,24,Power,157.08681326394733,Export
2030,NO,DK,24,H2,347.6827934703479,Export
2030,NO,DK,25,Power,157.08681326394733,Export
2030,NO,DK,25,H2,347.6827934703479,Export
2030,NO,DK,26,Power,157.08681326394733,Export
2030,NO,DK,26,H2,283.36247562502507,Export
2030,NO,DK,27,Power,157.08681326394733,Export
2030,NO,DK,27,H2,413.1718801803886,Export
2030,NO,DK,28,Power,157.08681326394733,Export
2030,NO,DK,28,H2,300.7186214039525,Export
2030,NO,DK,29,Power,157.08681326394733,Export
2030,NO,DK,29,H2,236.23217590833346,Export
2030,NO,DK,30,Power,157.08681326394733,Export
2030,NO,DK,30,H2,236.23217590833346,Export
2030,NO,DK,31,Power,157.08681326394733,Export
2030,NO,DK,31,H2,347.6827934703479,Export
2030,NO,DK,32,Power,157.08681326394733,Export
2030,NO,DK,32,H2,347.6827934703479,Export
2030,NO,DK,33,Power,157.08681326394733,Export
2030,NO,DK,33,H2,347.6827934703479,Export
2030,NO,DK,34,Power,157.08681326394733,Export
2030,NO,DK,34,H2,347.6827934703479,Export
2030,NO,DK,35,Power,157.08681326394733,Export
2030,NO,DK,35,H2,347.6827934703479,Export
2030,NO,DK,36,Power,157.08681326394733,Export
2030,NO,DK,36,H2,347.6827934703479,Export
2030,NO,DK,37,Power,157.08681326394733,Export
2030,NO,DK,37,H2,347.6827934703479,Export
2030,NO,DK,38,Power,157.08681326394733,Export
2030,NO,DK,38,H2,347.6827934703479,Export
2030,NO,DK,39,Power,157.08681326394733,Export
2030,NO,DK,39,H2,347.6827934703479,Export
2030,NO,DK,40,Power,157.08681326394733,Export
2030,NO,DK,40,H2,347.6827934703479,Export
2030,NO,DK,41,Power,157.08681326394733,Export
2030,NO,DK,41,H2,227.89976850083343,Export
2030,NO,DK,42,Power,157.08681326394733,Export
2030,NO,DK,42,H2,227.89976850083343,Export
2030,NO,DK,43,Power,157.08681326394733,Export
2030,NO,DK,43,H2,347.682793470348,Export
2030,NO,DK,44,Power,157.08681326394733,Export
2030,NO,DK,44,H2,347.6827934703479,Export
2030,NO,DK,45,Power,157.08681326394733,Export
2030,NO,DK,45,H2,347.6827934703479,Export
2030,NO,DK,46,Power,157.08681326394733,Export
2030,NO,DK,46,H2,347.6827934703479,Export
2030,NO,DK,47,Power,157.08681326394733,Export
2030,NO,DK,47,H2,347.6827934703479,Export
2030,NO,DK,48,Power,157.08681326394733,Export
2030,NO,DK,48,H2,347.6827934703479,Export
2030,NO,DK,49,Power,157.08681326394733,Export
2030,NO,DK,49,H2,347.6827934703479,Export
2030,NO,DK,50,Power,157.08681326394733,Export
2030,NO,DK,50,H2,227.89976850083343,Export
2030,NO,DK,51,Power,157.08681326394733,Export
2030,NO,DK,51,H2,347.6827934703479,Export
2030,NO,DK,52,Power,157.08681326394733,Export
2030,NO,DK,52,H2,10.266675435850143,Export
2030,NO,DK,53,Power,157.08681326394733,Export
2030,NO,DK,53,H2,347.6827934703479,Export
2030,NO,DK,54,Power,157.08681326394733,Export
2030,NO,DK,54,H2,347.6827934703479,Export
2030,NO,DK,55,Power,157.08681326394733,Export
2030,NO,DK,55,H2,347.6827934703479,Export
2030,NO,DK,56,Power,157.08681326394733,Export
2030,NO,DK,56,H2,347.6827934703479,Export
2030,NO,DK,57,Power,157.08681326394733,Export
2030,NO,DK,57,H2,347.6827934703479,Export
2030,NO,DK,58,Power,157.08681326394733,Export
2030,NO,DK,58,H2,347.6827934703479,Export
2030,NO,DK,59,Power,157.08681326394733,Export
2030,NO,DK,59,H2,347.6827934703479,Export
2030,NO,DK,60,Power,157.08681326394733,Export
2030,NO,DK,60,H2,347.6827934703479,Export
2030,NO,DK,61,Power,157.08681326394733,Export
2030,NO,DK,61,H2,347.6827934703479,Export
2030,NO,DK,62,Power,157.08681326394733,Export
2030,NO,DK,62,H2,347.6827934703479,Export
2030,NO,DK,63,Power,157.08681326394733,Export
2030,NO,DK,63,H2,271.88595659565385,Export
2030,NO,DK,64,Power,157.08681326394733,Export
2030,NO,DK,64,H2,347.6827934703479,Export
2030,NO,DK,65,Power,157.08681326394733,Export
2030,NO,DK,65,H2,347.6827934703479,Export
2030,NO,DK,66,Power,157.08681326394733,Export
2030,NO,DK,66,H2,10.649074075,Export
2030,NO,DK,67,Power,157.08681326394733,Export
2030,NO,DK,67,H2,254.78829010631614,Export
2030,NO,DK,68,Power,157.08681326394733,Export
2030,NO,DK,68,H2,347.6827934703479,Export
2030,NO,DK,69,Power,157.08681326394733,Export
2030,NO,DK,69,H2,347.6827934703479,Export
2030,NO,DK,70,Power,157.08681326394733,Export
2030,NO,DK,70,H2,347.6827934703479,Export
2030,NO,DK,71,Power,157.08681326394733,Export
2030,NO,DK,71,H2,347.6827934703479,Export
2030,NO,DK,72,Power,157.08681326394733,Export
2030,NO,DK,72,H2,347.6827934703479,Export
2030,NO,DK,73,Power,157.08681326394733,Export
2030,NO,DK,73,H2,347.6827934703479,Export
2030,NO,DK,74,Power,157.08681326394733,Export
2030,NO,DK,74,H2,347.6827934703479,Export
2030,NO,DK,75,Power,157.08681326394733,Export
2030,NO,DK,75,H2,347.6827934703479,Export
2030,NO,DK,76,Power,157.08681326394733,Export
2030,NO,DK,76,H2,347.6827934703479,Export
2030,NO,DK,77,Power,157.08681326394733,Export
2030,NO,DK,77,H2,347.6827934703479,Export
2030,NO,DK,78,Power,157.08681326394733,Export
2030,NO,DK,78,H2,347.6827934703479,Export
2030,NO,DK,79,Power,157.08681326394733,Export
2030,NO,DK,79,H2,347.6827934703479,Export
2030,NO,DK,80,Power,157.08681326394733,Export
2030,NO,DK,80,H2,347.6827934703479,Export
2030,NO,DK,81,Power,157.08681326394733,Export
2030,NO,DK,81,H2,347.6827934703479,Export
2030,NO,DK,82,Power,157.08681326394733,Export
2030,NO,DK,82,H2,347.6827934703479,Export
2030,NO,DK,83,Power,157.08681326394733,Export
2030,NO,DK,83,H2,347.6827934703479,Export
2030,NO,DK,84,Power,157.08681326394733,Export
2030,NO,DK,84,H2,347.6827934703479,Export
2030,NO,DK,85,Power,157.08681326394733,Export
2030,NO,DK,85,H2,347.6827934703479,Export
2030,NO,DK,86,Power,157.08681326394733,Export
2030,NO,DK,86,H2,347.6827934703479,Export
2030,NO,DK,87,Power,157.08681326394733,Export
2030,NO,DK,87,H2,347.6827934703479,Export
2030,NO,DK,88,Power,157.08681326394733,Export
2030,NO,DK,88,H2,347.682793470348,Export
2030,NO,DK,89,Power,157.08681326394733,Export
2030,NO,DK,89,H2,347.6827934703479,Export
2030,NO,DK,90,Power,157.08681326394733,Export
2030,NO,DK,90,H2,347.6827934703479,Export
2030,NO,DK,91,Power,157.08681326394733,Export
2030,NO,DK,91,H2,347.6827934703479,Export
2030,NO,DK,92,Power,157.08681326394733,Export
2030,NO,DK,92,H2,347.6827934703479,Export
2030,NO,DK,93,Power,157.08681326394733,Export
2030,NO,DK,93,H2,347.6827934703479,Export
2030,NO,DK,94,Power,157.08681326394733,Export
2030,NO,DK,94,H2,347.6827934703479,Export
2030,NO,DK,95,Power,157.08681326394733,Export
2030,NO,DK,95,H2,347.6827934703479,Export
2030,NO,DK,96,Power,157.08681326394733,Export
2030,NO,DK,96,H2,347.6827934703479,Export
2030,NO,DK,97,Power,157.08681326394733,Export
2030,NO,DK,97,H2,347.6827934703479,Export
2030,NO,DK,98,Power,157.08681326394733,Export
2030,NO,DK,98,H2,347.6827934703479,Export
2030,NO,DK,99,Power,157.08681326394733,Export
2030,NO,DK,99,H2,347.6827934703479,Export
2030,NO,DK,100,Power,157.08681326394733,Export
2030,NO,DK,100,H2,347.6827934703479,Export
2030,NO,DK,101,Power,157.08681326394733,Export
2030,NO,DK,101,H2,347.6827934703479,Export
2030,NO,DK,102,Power,157.08681326394733,Export
2030,NO,DK,102,H2,347.6827934703479,Export
2030,NO,DK,103,Power,157.08681326394733,Export
2030,NO,DK,103,H2,347.6827934703479,Export
2030,NO,DK,104,Power,157.08681326394733,Export
2030,NO,DK,104,H2,347.6827934703479,Export
2030,NO,DK,105,Power,157.08681326394733,Export
2030,NO,DK,105,H2,347.6827934703479,Export
2030,NO,DK,106,Power,157.08681326394733,Export
2030,NO,DK,106,H2,347.6827934703479,Export
2030,NO,DK,107,Power,157.08681326394733,Export
2030,NO,DK,107,H2,347.6827934703479,Export
2030,NO,DK,108,Power,157.08681326394733,Export
2030,NO,DK,108,H2,347.6827934703479,Export
2030,NO,DK,109,Power,157.08681326394733,Export
2030,NO,DK,109,H2,347.6827934703479,Export
2030,NO,DK,110,Power,157.08681326394733,Export
2030,NO,DK,110,H2,347.6827934703479,Export
2030,NO,DK,111,Power,157.08681326394733,Export
2030,NO,DK,111,H2,347.6827934703479,Export
2030,NO,DK,112,Power,157.08681326394733,Export
2030,NO,DK,112,H2,309.0656128288042,Export
2030,NO,DK,113,Power,157.08681326394733,Export
2030,NO,DK,113,H2,347.6827934703479,Export
2030,NO,DK,114,Power,157.08681326394733,Export
2030,NO,DK,114,H2,347.6827934703479,Export
2030,NO,DK,115,Power,157.08681326394733,Export
2030,NO,DK,115,H2,347.6827934703479,Export
2030,NO,DK,116,Power,157.08681326394733,Export
2030,NO,DK,116,H2,347.6827934703479,Export
2030,NO,DK,117,Power,157.08681326394733,Export
2030,NO,DK,117,H2,347.6827934703479,Export
2030,NO,DK,118,Power,157.08681326394733,Export
2030,NO,DK,118,H2,347.6827934703479,Export
2030,NO,DK,119,Power,157.08681326394733,Export
2030,NO,DK,119,H2,347.6827934703479,Export
2030,NO,DK,120,Power,157.08681326394733,Export
2030,NO,DK,120,H2,236.23217590833346,Export
2030,NO,FR,1,Gas,455.04766302082174,Export
2030,NO,FR,2,Gas,1003.1708384708219,Export
2030,NO,FR,3,Gas,1898.0,Export
2030,NO,FR,4,Gas,1898.0,Export
2030,NO,FR,5,Gas,1898.0,Export
2030,NO,FR,6,Gas,1898.0,Export
2030,NO,FR,7,Gas,0.0,Export
2030,NO,FR,8,Gas,0.0,Export
2030,NO,FR,9,Gas,455.0476630208213,Export
2030,NO,FR,10,Gas,0.0,Export
2030,NO,FR,11,Gas,0.0,Export
2030,NO,FR,12,Gas,0.0,Export
2030,NO,FR,13,Gas,1898.0,Export
2030,NO,FR,14,Gas,0.0,Export
2030,NO,FR,15,Gas,1898.0,Export
2030,NO,FR,16,Gas,0.0,Export
2030,NO,FR,17,Gas,1898.0,Export
2030,NO,FR,18,Gas,0.0,Export
2030,NO,FR,19,Gas,1898.0,Export
2030,NO,FR,20,Gas,0.0,Export
2030,NO,FR,21,Gas,1898.0,Export
2030,NO,FR,22,Gas,0.0,Export
2030,NO,FR,23,Gas,0.0,Export
2030,NO,FR,24,Gas,1898.0,Export
2030,NO,FR,25,Gas,1898.0,Export
2030,NO,FR,26,Gas,1898.0,Export
2030,NO,FR,27,Gas,1898.0,Export
2030,NO,FR,28,Gas,0.0,Export
2030,NO,FR,29,Gas,0.0,Export
2030,NO,FR,30,Gas,0.0,Export
2030,NO,FR,31,Gas,1898.0,Export
2030,NO,FR,32,Gas,1898.0,Export
2030,NO,FR,33,Gas,0.0,Export
2030,NO,FR,34,Gas,1898.0,Export
2030,NO,FR,35,Gas,0.0,Export
2030,NO,FR,36,Gas,0.0,Export
2030,NO,FR,37,Gas,1898.0,Export
2030,NO,FR,38,Gas,0.0,Export
2030,NO,FR,39,Gas,0.0,Export
2030,NO,FR,40,Gas,0.0,Export
2030,NO,FR,41,Gas,1821.1124547608367,Export
2030,NO,FR,42,Gas,0.0,Export
2030,NO,FR,43,Gas,1898.0,Export
2030,NO,FR,44,Gas,0.0,Export
2030,NO,FR,45,Gas,1898.0,Export
2030,NO,FR,46,Gas,1898.0,Export
2030,NO,FR,47,Gas,1898.0,Export
2030,NO,FR,48,Gas,1898.0,Export
2030,NO,FR,49,Gas,1898.0,Export
2030,NO,FR,50,Gas,1898.0,Export
2030,NO,FR,51,Gas,0.0,Export
2030,NO,FR,52,Gas,0.0,Export
2030,NO,FR,53,Gas,0.0,Export
2030,NO,FR,54,Gas,1898.0,Export
2030,NO,FR,55,Gas,1898.0,Export
2030,NO,FR,56,Gas,0.0,Export
2030,NO,FR,57,Gas,0.0,Export
2030,NO,FR,58,Gas,0.0,Export
2030,NO,FR,59,Gas,1898.0,Export
2030,NO,FR,60,Gas,1898.0,Export
2030,NO,FR,61,Gas,0.0,Export
2030,NO,FR,62,Gas,0.0,Export
2030,NO,FR,63,Gas,550.2199477262697,Export
2030,NO,FR,64,Gas,550.2199477262697,Export
2030,NO,FR,65,Gas,562.5587099304886,Export
2030,NO,FR,66,Gas,591.3491550736666,Export
2030,NO,FR,67,Gas,0.0,Export
2030,NO,FR,68,Gas,0.0,Export
2030,NO,FR,69,Gas,784.6564296064324,Export
2030,NO,FR,70,Gas,0.0,Export
2030,NO,FR,71,Gas,1898.0,Export
2030,NO,FR,72,Gas,1898.0,Export
2030,NO,FR,73,Gas,1898.0,Export
2030,NO,FR,74,Gas,1898.0,Export
2030,NO,FR,75,Gas,1898.0,Export
2030,NO,FR,76,Gas,1898.0,Export
2030,NO,FR,77,Gas,1898.0,Export
2030,NO,FR,78,Gas,1898.0,Export
2030,NO,FR,79,Gas,0.0,Export
2030,NO,FR,80,Gas,1898.0,Export
2030,NO,FR,81,Gas,1898.0,Export
2030,NO,FR,82,Gas,1898.0,Export
2030,NO,FR,83,Gas,0.0,Export
2030,NO,FR,84,Gas,0.0,Export
2030,NO,FR,85,Gas,0.0,Export
2030,NO,FR,86,Gas,0.0,Export
2030,NO,FR,87,Gas,550.2199477262697,Export
2030,NO,FR,88,Gas,550.2199477262697,Export
2030,NO,FR,89,Gas,562.5587099304886,Export
2030,NO,FR,90,Gas,0.0,Export
2030,NO,FR,91,Gas,0.0,Export
2030,NO,FR,92,Gas,0.0,Export
2030,NO,FR,93,Gas,0.0,Export
2030,NO,FR,94,Gas,1898.0,Export
2030,NO,FR,95,Gas,1898.0,Export
2030,NO,FR,96,Gas,0.0,Export
2030,NO,FR,97,Gas,0.0,Export
2030,NO,FR,98,Gas,0.0,Export
2030,NO,FR,99,Gas,1898.0,Export
2030,NO,FR,100,Gas,0.0,Export
2030,NO,FR,101,Gas,0.0,Export
2030,NO,FR,102,Gas,0.0,Export
2030,NO,FR,103,Gas,1898.0,Export
2030,NO,FR,104,Gas,0.0,Export
2030,NO,FR,105,Gas,1898.0,Export
2030,NO,FR,106,Gas,1898.0,Export
2030,NO,FR,107,Gas,0.0,Export
2030,NO,FR,108,Gas,1898.0,Export
2030,NO,FR,109,Gas,0.0,Export
2030,NO,FR,110,Gas,0.0,Export
2030,NO,FR,111,Gas,1898.0,Export
2030,NO,FR,112,Gas,1898.0,Export
2030,NO,FR,113,Gas,0.0,Export
2030,NO,FR,114,Gas,1898.0,Export
2030,NO,FR,115,Gas,0.0,Export
2030,NO,FR,116,Gas,0.0,Export
2030,NO,FR,117,Gas,0.0,Export
2030,NO,FR,118,Gas,0.0,Export
2030,NO,FR,119,Gas,0.0,Export
2030,NO,FR,120,Gas,0.0,Export
2030,NO,UK,1,Power,139.44048708663297,Export
2030,NO,UK,1,Gas,0.0,Export
2030,NO,UK,1,H2,0.0,Export
2030,NO,UK,2,Power,139.44048708663297,Export
2030,NO,UK,2,Gas,0.0,Export
2030,NO,UK,2,H2,0.0,Export
2030,NO,UK,3,Power,139.44048708663297,Export
2030,NO,UK,3,Gas,0.0,Export
2030,NO,UK,3,H2,0.0,Export
2030,NO,UK,4,Power,139.44048708663297,Export
2030,NO,UK,4,Gas,0.0,Export
2030,NO,UK,4,H2,0.0,Export
2030,NO,UK,5,Power,139.44048708663297,Export
2030,NO,UK,5,Gas,0.0,Export
2030,NO,UK,5,H2,0.0,Export
2030,NO,UK,6,Power,139.44048708663297,Export
2030,NO,UK,6,Gas,0.0,Export
2030,NO,UK,6,H2,0.0,Export
2030,NO,UK,7,Power,139.44048708663297,Export
2030,NO,UK,7,Gas,0.0,Export
2030,NO,UK,7,H2,0.0,Export
2030,NO,UK,8,Power,139.44048708663297,Export
2030,NO,UK,8,Gas,0.0,Export
2030,NO,UK,8,H2,0.0,Export
2030,NO,UK,9,Power,139.44048708663297,Export
2030,NO,UK,9,Gas,0.0,Export
2030,NO,UK,9,H2,0.0,Export
2030,NO,UK,10,Power,139.44048708663297,Export
2030,NO,UK,10,Gas,0.0,Export
2030,NO,UK,10,H2,0.0,Export
2030,NO,UK,11,Power,139.44048708663297,Export
2030,NO,UK,11,Gas,0.0,Export
2030,NO,UK,11,H2,0.0,Export
2030,NO,UK,12,Power,139.44048708663297,Export
2030,NO,UK,12,Gas,0.0,Export
2030,NO,UK,12,H2,0.0,Export
2030,NO,UK,13,Power,139.44048708663297,Export
2030,NO,UK,13,Gas,0.0,Export
2030,NO,UK,13,H2,0.0,Export
2030,NO,UK,14,Power,139.44048708663297,Export
2030,NO,UK,14,Gas,0.0,Export
2030,NO,UK,14,H2,0.0,Export
2030,NO,UK,15,Power,139.44048708663297,Export
2030,NO,UK,15,Gas,0.0,Export
2030,NO,UK,15,H2,0.0,Export
2030,NO,UK,16,Power,139.44048708663297,Export
2030,NO,UK,16,Gas,0.0,Export
2030,NO,UK,16,H2,0.0,Export
2030,NO,UK,17,Power,139.44048708663297,Export
2030,NO,UK,17,Gas,0.0,Export
2030,NO,UK,17,H2,0.0,Export
2030,NO,UK,18,Power,0.0,Export
2030,NO,UK,18,Gas,0.0,Export
2030,NO,UK,18,H2,0.0,Export
2030,NO,UK,19,Power,0.0,Export
2030,NO,UK,19,Gas,0.0,Export
2030,NO,UK,19,H2,0.0,Export
2030,NO,UK,20,Power,0.0,Export
2030,NO,UK,20,Gas,0.0,Export
2030,NO,UK,20,H2,0.0,Export
2030,NO,UK,21,Power,0.0,Export
2030,NO,UK,21,Gas,0.0,Export
2030,NO,UK,21,H2,0.0,Export
2030,NO,UK,22,Power,0.0,Export
2030,NO,UK,22,Gas,0.0,Export
2030,NO,UK,22,H2,0.0,Export
2030,NO,UK,23,Power,0.0,Export
2030,NO,UK,23,Gas,0.0,Export
2030,NO,UK,23,H2,0.0,Export
2030,NO,UK,24,Power,0.0,Export
2030,NO,UK,24,Gas,0.0,Export
2030,NO,UK,24,H2,0.0,Export
2030,NO,UK,25,Power,0.0,Export
2030,NO,UK,25,Gas,0.0,Export
2030,NO,UK,25,H2,0.0,Export
2030,NO,UK,26,Power,139.44048708663297,Export
2030,NO,UK,26,Gas,0.0,Export
2030,NO,UK,26,H2,0.0,Export
2030,NO,UK,27,Power,139.44048708663297,Export
2030,NO,UK,27,Gas,0.0,Export
2030,NO,UK,27,H2,0.0,Export
2030,NO,UK,28,Power,139.44048708663297,Export
2030,NO,UK,28,Gas,0.0,Export
2030,NO,UK,28,H2,0.0,Export
2030,NO,UK,29,Power,0.0,Export
2030,NO,UK,29,Gas,0.0,Export
2030,NO,UK,29,H2,0.0,Export
2030,NO,UK,30,Power,139.44048708663297,Export
2030,NO,UK,30,Gas,0.0,Export
2030,NO,UK,30,H2,0.0,Export
2030,NO,UK,31,Power,41.16568571124404,Export
2030,NO,UK,31,Gas,0.0,Export
2030,NO,UK,31,H2,0.0,Export
2030,NO,UK,32,Power,112.46814721591299,Export
2030,NO,UK,32,Gas,0.0,Export
2030,NO,UK,32,H2,0.0,Export
2030,NO,UK,33,Power,139.44048708663297,Export
2030,NO,UK,33,Gas,0.0,Export
2030,NO,UK,33,H2,0.0,Export
2030,NO,UK,34,Power,139.44048708663297,Export
2030,NO,UK,34,Gas,0.0,Export
2030,NO,UK,34,H2,0.0,Export
2030,NO,UK,35,Power,107.41149011364678,Export
2030,NO,UK,35,Gas,0.0,Export
2030,NO,UK,35,H2,0.0,Export
2030,NO,UK,36,Power,124.86393571524414,Export
2030,NO,UK,36,Gas,0.0,Export
2030,NO,UK,36,H2,0.0,Export
2030,NO,UK,37,Power,139.44048708663297,Export
2030,NO,UK,37,Gas,0.0,Export
2030,NO,UK,37,H2,0.0,Export
2030,NO,UK,38,Power,139.44048708663297,Export
2030,NO,UK,38,Gas,0.0,Export
2030,NO,UK,38,H2,0.0,Export
2030,NO,UK,39,Power,139.44048708663297,Export
2030,NO,UK,39,Gas,0.0,Export
2030,NO,UK,39,H2,0.0,Export
2030,NO,UK,40,Power,139.44048708663297,Export
2030,NO,UK,40,Gas,0.0,Export
2030,NO,UK,40,H2,0.0,Export
2030,NO,UK,41,Power,139.44048708663297,Export
2030,NO,UK,41,Gas,0.0,Export
2030,NO,UK,41,H2,0.0,Export
2030,NO,UK,42,Power,139.44048708663297,Export
2030,NO,UK,42,Gas,0.0,Export
2030,NO,UK,42,H2,0.0,Export
2030,NO,UK,43,Power,139.44048708663297,Export
2030,NO,UK,43,Gas,0.0,Export
2030,NO,UK,43,H2,0.0,Export
2030,NO,UK,44,Power,139.44048708663297,Export
2030,NO,UK,44,Gas,0.0,Export
2030,NO,UK,44,H2,0.0,Export
2030,NO,UK,45,Power,139.44048708663297,Export
2030,NO,UK,45,Gas,0.0,Export
